#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,mean,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,sensor_id
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:24:00Z,71.94421998059015,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:24:40Z,61.14383015006949,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:25:10Z,58.88684576087366,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:25:40Z,64.4334409923749,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:26:10Z,82.52403756445197,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:26:40Z,82.98004255005678,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:27:10Z,79.34092610641949,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:27:50Z,82.78942937329937,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:28:20Z,70.51952006264067,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:28:50Z,75.94118902852652,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:29:20Z,77.92614373231521,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:29:50Z,70.4382062486561,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:30:30Z,73.60719724816516,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:31:00Z,58.71770442995559,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:31:30Z,55.87442435244454,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:32:00Z,58.88664213786603,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:32:30Z,59.696956250128515,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:33:00Z,72.71303253344888,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:33:40Z,65.14186458316728,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:34:10Z,68.56411416995923,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:34:40Z,68.31977564200969,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:35:10Z,55.07442335178542,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:35:40Z,79.29468062787893,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:36:10Z,65.58400369102266,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:36:50Z,55.33146196846601,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:37:20Z,56.686555082775385,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:37:50Z,59.153141030729074,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:38:20Z,77.03488961399202,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:38:50Z,66.06357775385536,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:39:30Z,82.22094869318266,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:40:00Z,79.07932114268773,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:40:30Z,66.98825823809743,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:41:00Z,81.95138840914366,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:41:30Z,70.49452541653456,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:42:10Z,70.37399047814482,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:42:40Z,77.74648485087397,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:43:10Z,60.64748093938816,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:43:40Z,73.20520622352471,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:44:10Z,80.70263918489528,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:44:50Z,80.84986316916121,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:45:20Z,56.9645655974419,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:45:50Z,67.19440832828826,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:46:20Z,60.54800253437366,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:46:50Z,63.40605016066874,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:47:20Z,70.69666515814406,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:48:00Z,59.155047727691866,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:48:30Z,71.27179582220862,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:49:00Z,84.96523125538863,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:49:30Z,73.4489335788655,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:50:00Z,71.01145585866178,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:50:40Z,60.355640702820175,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:51:10Z,68.57593571729905,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:51:40Z,59.840408277546786,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:52:10Z,56.36511887250657,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:52:40Z,59.943000220608695,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:53:20Z,74.31223714405243,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:53:50Z,56.37895777665402,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:54:20Z,67.0431330891081,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:54:50Z,69.70261074560577,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:55:20Z,71.69242429228899,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:56:00Z,75.74596516243804,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:56:30Z,65.29808688608708,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:57:00Z,76.2464808935639,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:57:30Z,72.92378601914892,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:58:00Z,69.55898913299806,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:58:40Z,84.39127696940955,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:59:10Z,73.21717253807651,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:59:40Z,63.57307197075044,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T04:00:10Z,77.61616915824939,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T04:00:40Z,65.10463563431404,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T04:01:20Z,59.96702920255377,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T04:01:50Z,78.16513049005235,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T04:02:20Z,60.08559025502926,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T04:02:50Z,69.3147374556132,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T04:03:20Z,75.75053847927785,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T04:03:50Z,68.72217291026442,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T04:04:30Z,61.42867268800654,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T04:05:00Z,79.29287395341723,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T04:05:30Z,76.35639393171263,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T04:06:00Z,73.41279104783041,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T04:06:30Z,74.82331885112893,humidity,environment,sensor_1
,,0,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T04:07:10Z,57.53867662743763,humidity,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:07:40Z,14.691071640666795,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:08:10Z,79.47670172812697,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:08:40Z,39.68434230011752,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:09:10Z,-15.688643565431093,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:09:50Z,55.22190849833728,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:10:20Z,56.68703945115012,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:10:50Z,50.676645124348596,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:11:20Z,-6.604749599748132,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:11:50Z,57.526593725597074,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:12:30Z,20.765347147160025,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:13:00Z,-11.335536428175672,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:13:30Z,112.28851628421062,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:14:00Z,56.74543183805795,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:14:30Z,100.62794891265088,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:15:10Z,81.75952356417595,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:15:40Z,42.32063567134926,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:16:10Z,83.08186280439418,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:16:40Z,76.77099155852112,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:17:10Z,77.12424337454719,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:17:40Z,44.878278872202806,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:18:20Z,62.89596427080294,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:18:50Z,56.41440643242217,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:19:20Z,87.87074969800148,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:19:50Z,90.81960411314715,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:20:20Z,66.21634314030572,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:20:50Z,96.36809863223151,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:21:30Z,-15.177478614304416,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:22:00Z,54.292215450374435,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:22:30Z,92.57284679400459,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:23:00Z,41.14351227649182,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:23:30Z,34.6501996778328,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:24:00Z,38.35172356150314,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:24:40Z,2.2685687023035506,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:25:10Z,20.435997476184173,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:25:40Z,24.798399206860587,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:26:10Z,130.0183433941348,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:26:40Z,51.765848002286674,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:27:10Z,27.092279792865792,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:27:50Z,81.09802468960329,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:28:20Z,91.1224163996517,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:28:50Z,89.75735369381191,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:29:20Z,90.12784061918886,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:29:50Z,56.514640362613044,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:30:30Z,46.53232809567452,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:31:00Z,51.08215671729831,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:31:30Z,28.291254435627028,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:32:00Z,32.6108851345716,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:32:30Z,-6.737467882082111,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:33:00Z,33.0922798737944,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:33:40Z,52.88005051082294,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:34:10Z,39.539888667245684,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:34:40Z,71.44367557197752,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:35:10Z,9.919607792515848,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:35:40Z,84.63256777950927,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:36:10Z,86.79112795077384,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:36:50Z,13.544786375119939,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:37:20Z,-27.78024867364165,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:37:50Z,48.62897583364253,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:38:20Z,66.10197289623176,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:38:50Z,4.151195113813612,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:39:30Z,35.083754207419744,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:40:00Z,101.13300126209812,normalized,environment,sensor_1
,,1,2024-07-05T03:07:24.128949887Z,2024-07-05T04:07:24.128949887Z,2024-07-05T03:40:30Z,13.752231721156233,normalized,environment,sensor_1
